Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Regenta Central Noida,3.8,noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4255.0
Taj Studios Private Luxury Studio Apartment Central Noida,2.9,noida,Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2081.0
Hotel White Castle,3.9,noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,800.0
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,noida,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7196.0
Hyphen Business Hotels,3.8,noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2487.0
Park Ascent,4.2,noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6215.0
Mosaic Hotel Noida,4.1,noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6946.0
The Taj Studios .Com,4.0,noida,0,0,0,0,0,0,0,0,0,2535.0
Shacon Suites,4.6,noida,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,2785.0
The G8,4.0,noida,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616.0
Hotel Noida International,3.6,noida,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1288.0
Hotel The Emporio A Corporate Suites,4.9,noida,0,0,0,0,0,0,0,0,0,3347.0
Hotel Malhar Haveli,4.2,noida,3-star hotel,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3239.0
Ahuja Residency Noida,4.3,noida,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,3351.0
The Amaya Inn,4.0,noida,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2427.0
Treebo Trend House Inn - Hotel in Noida,3.7,noida,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2378.0
Hotel Tri Sea,4.1,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,2215.0
Hotel Ocean Heritage,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2800.0
Hotel Sea Land,4.4,kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1738.0
The Gopinivas Grand,4.5,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Beach access,Restaurant,Room service,Full-service laundry,2240.0
Sparsa Kanyakumari,3.8,kanyakumari,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,2192.0
New Cape Hotel,3.9,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1177.0
Arunachala Inn,4.5,kanyakumari,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Beach access,Airport shuttle,0,0,0,2015.0
Hotel Melody Park,4.0,kanyakumari,2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1016.0
Hotel Sivamurugan Kanyakumari,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1357.0
Hotel Sea View,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,4845.0
Hotel Sky Ark,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,743.0
KKM Kanyakumari,4.4,kanyakumari,Free parking,Air conditioning,Breakfast,Wi-Fi,Room service,Smoke-free,0,0,0,1179.0
Hotel Samudra,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019.0
Hotel Sunview,3.9,kanyakumari,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0,1773.0
The Coral - Kanyakumari,4.4,kanyakumari,0,0,0,0,0,0,0,0,0,3495.0
Hotel Sun Park,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,1769.0
Hotel Ocean Heritage,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2335.0
"TTDC Hotel Tamil Nadu, Kanyakumari",4.5,kanyakumari,0,0,0,0,0,0,0,0,0,2730.0
Hotel Singaar International,3.5,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2350.0
Hotel Tri Sea,4.1,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,1756.0
Rehoboth Home Stay - Deluxe Double or Twin Room,4.0,kanyakumari,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib,1427.0
Hotel Sea Land,4.4,kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1792.0
Hotel Samudra,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019.0
Zostel Srinagar,4.5,kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,2690.0
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991.0
Floating Heaven Group Of House Boats,4.3,kashmir,Sleeps 4,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,5306.0
Naaz Kashmir (A Luxury Houseboat),3.3,kashmir,Sleeps 8,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,11968.0
Taj Palace Group Of House Boats,2.6,kashmir,Sleeps 5,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1390.0
Colonels Retreat,4.8,kashmir,Sleeps 4,2 bedrooms,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,No elevator,2100.0
Zostel Srinagar,4.5,kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853.0
Taj Palace Group of House Boats,3.5,kashmir,Sleeps 10,Kitchen,Cable TV,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center,1359.0
"Vivanta Dal View, Srinagar",4.5,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,28656.0
The Khyber Himalayan Resort & Spa,4.6,kashmir,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,53089.0
Jamal Resorts,4.0,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215.0
Hotel Village Walk,4.4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9010.0
Hotel Lidder Spring Resorts,4.4,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,6850.0
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13794.0
Hotel New Green View Srinagar (Ghulam),3.8,kashmir,0,0,0,0,0,0,0,0,0,723.0
Hotel Taj Residency,3.8,kashmir,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2290.0
Hotel Himalayan Resort,4.1,kashmir,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920.0
Taj Palace Houseboat || Kashmir Glory Travels,4.1,kashmir,Free breakfast,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,2097.0
Royal Hillton Pahalgam,4.3,kashmir,Free breakfast,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,24156.0
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,26296.0
Hotel Heevan,4.2,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,64900.0
The LaLiT Grand Palace Srinagar,4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,25370.0
"Radisson Blu Hotel, Jammu",4.3,kashmir,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6440.0
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172.0
"Summit Namnang Courtyard & Spa, Gangtok",4.1,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,4846.0
Denzong Regency,4.5,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,10620.0
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,sikkim,Sleeps 6,2 bedrooms,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,4662.0
The Barfung Retreat,4.2,sikkim,Sleeps 10,4 bedrooms,3 bathrooms,Airport shuttle,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,3077.0
"Karma Casa, Gangtok",4.4,sikkim,Sleeps 7,2 bedrooms,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,3086.0
The Whistling Thrush,4.8,sikkim,Sleeps 8,3 bedrooms,Fireplace,Kitchen,Paid parking,No air conditioning,No crib,No elevator,No fitness center,3180.0
Magpie Pachhu Village Resort,4.3,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4391.0
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9800.0
Kaya Gantavya Resort & Spa | Pelling,4.6,sikkim,Free breakfast,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,5643.0
Great Eastern Valley Residency,4.3,sikkim,Kid-friendly,0,0,0,0,0,0,0,0,769.0
"Udaan Hotels | Alpine Resort, Gangtok",4.6,sikkim,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3360.0
"Vivanta Sikkim, Pakyong",4.4,sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Spa,Restaurant,Room service,12980.0
Garden Retreat Hotel,4.1,sikkim,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,0,1050.0
Central Hill Resort The Mall Road Gangtok,3.5,sikkim,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1340.0
Superview Waterfall Homestay Rumtek,4.2,sikkim,Kid-friendly,0,0,0,0,0,0,0,0,560.0
Zemu Gangtok,4.7,sikkim,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1098.0
Divine's The Elite Zong,4.5,sikkim,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Accessible,Kid-friendly,0,0,1290.0
Hotel Alpha Omega,5.0,sikkim,0,0,0,0,0,0,0,0,0,930.0
Hotel Sonam Delek,4.3,sikkim,2-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1248.0
Sikkim Tourist Center,4.3,sikkim,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,4914.0
Sterling Gangtok - Orange Village,4.0,sikkim,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,9186.0
SS BeachResort,4.0,varkala,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,2160.0
Sajjoys Varkala,4.7,varkala,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Beach access,Restaurant,7018.0
Clafouti Beach Resort,4.1,varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556.0
Zostel Varkala,4.6,varkala,Breakfast,Free Wi-Fi,Air conditioning,Paid parking,Beach access,Restaurant,Full-service laundry,Smoke-free,0,1790.0
Garden Bay Resort,4.5,varkala,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Beach access,Room service,Kitchen,Airport shuttle,1997.0
"The Lost Hostels, Varkala - Helipad",4.5,varkala,Breakfast,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1113.0
SANDRA Eco Beach Resort,4.7,varkala,0,0,0,0,0,0,0,0,0,2800.0
Nebo hotel,4.2,varkala,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,3830.0
"Elixir Cliff Beach Resort and Spa,Varkala",4.5,varkala,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Beach access,Restaurant,Room service,Kitchen,8048.0
Kerala Bamboo House,4.1,varkala,2-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Beach access,Room service,Full-service laundry,1043.0
Green Bay resort,4.4,varkala,0,0,0,0,0,0,0,0,0,1792.0
Sunview Beach Resort & Spa by Citrine,4.0,varkala,2-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,5067.0
Tropical Temple,4.8,varkala,0,0,0,0,0,0,0,0,0,1814.0
Sand Castle Varkala,4.5,varkala,0,0,0,0,0,0,0,0,0,2018.0
"Soul, Varkala - Black Beach",4.3,varkala,0,0,0,0,0,0,0,0,0,1120.0
Paradise Inn Beach Resort,4.6,varkala,0,0,0,0,0,0,0,0,0,1442.0
Rachanas Black Beach Resort,3.8,varkala,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Beach access,Restaurant,1999.0
Hindustan Beach Retreat,4.0,varkala,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,6071.0
Mango Villa - Double or Twin Room with Garden View,4.7,varkala,House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Airport shuttle,Balcony,Crib,2768.0
THE VILLAGE,3.0,varkala,Sleeps 24,7 bedrooms,Air conditioning,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,No elevator,2576.0
Clafouti Beach Resort,4.1,varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556.0
"The Lost Hostels, Varkala - Helipad",4.5,varkala,Breakfast,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1304.0
